1		0.000003  
2		0.000003  
3		0.000003  
4		0.000003  
5		0.000003  
6		0.000004  
7		0.000003  
8		0.000002  
9		0.000003  
10		0.000003  
11		0.000002  
12		0.000002  
13		0.000002  
14		0.000002  
15		0.000002  
16		0.000002  
17		0.000002  
18		0.000002  
19		0.000003  
20		0.000002  
21		0.000009  
22		0.000002  
23		0.000002  
24		0.000002  
25		0.000002  
26		0.000002  
27		0.000003  
28		0.000003  
29		0.000003  
30		0.000003  
31		0.000002  
32		0.000002  
33		0.000003  
34		0.000002  
35		0.000002  
36		0.000002  
37		0.000002  
38		0.000003  
39		0.000002  
40		0.000003  
41		0.000002  
42		0.000003  
43		0.000003  
44		0.000002  
45		0.000002  
46		0.000003  
47		0.000003  
48		0.000003  
49		0.000002  
50		0.000003  
