1		0.000003  
2		0.000002  
3		0.000003  
4		0.000003  
5		0.000003  
6		0.000003  
7		0.000002  
8		0.000002  
9		0.000003  
10		0.000002  
11		0.000003  
12		0.000003  
13		0.000003  
14		0.000002  
15		0.000003  
16		0.000002  
17		0.000003  
18		0.000003  
19		0.000001  
20		0.000002  
21		0.000002  
22		0.000002  
23		0.000002  
24		0.000003  
25		0.000003  
26		0.000003  
27		0.000003  
28		0.000003  
29		0.000003  
30		0.000003  
31		0.000003  
32		0.000003  
33		0.000002  
34		0.000003  
35		0.000003  
36		0.000003  
37		0.000003  
38		0.000002  
39		0.000003  
40		0.000003  
41		0.000003  
42		0.000002  
43		0.000002  
44		0.000003  
45		0.000003  
46		0.000003  
47		0.000002  
48		0.000002  
49		0.000002  
50		0.000003  
