1		0.000021
2		0.000042
3		0.000022
4		0.000024
5		0.000023
6		0.000023
7		0.000019
8		0.000025
9		0.000014
10		0.000018
11		0.000017
12		0.000031
13		0.000019
14		0.000014
15		0.000017
16		0.000014
17		0.000017
18		0.000020
19		0.000017
20		0.000033
21		0.000024
22		0.000018
23		0.000022
24		0.000022
25		0.000019
26		0.000018
27		0.000018
28		0.000035
29		0.000031
30		0.000013
31		0.000016
32		0.000019
33		0.000016
34		0.000016
35		0.000016
36		0.000016
37		0.000020
38		0.000015
39		0.000017
40		0.000018
41		0.000014
42		0.000034
43		0.000020
44		0.000014
45		0.000023
46		0.000027
47		0.000023
48		0.000019
49		0.000023
50		0.000028
