1		0.000044
2		0.000027
3		0.000023
4		0.000023
5		0.000031
6		0.000032
7		0.000023
8		0.000023
9		0.000027
10		0.000027
11		0.000029
12		0.000023
13		0.000023
14		0.000023
15		0.000022
16		0.000024
17		0.000023
18		0.000023
19		0.000027
20		0.000028
21		0.000023
22		0.000024
23		0.000022
24		0.000023
25		0.000031
26		0.000023
27		0.000020
28		0.000027
29		0.000026
30		0.000024
31		0.000019
32		0.000024
33		0.000022
34		0.000031
35		0.000033
36		0.000027
37		0.000025
38		0.000019
39		0.000026
40		0.000026
41		0.000023
42		0.000019
43		0.000019
44		0.000019
45		0.000023
46		0.000027
47		0.000021
48		0.000022
49		0.000029
50		0.000039
